# t1 t2 t3
0.0043623000 0.0771018000 0.0000865000
0.0041107000 0.0733255000 0.0001108000
0.0039759000 0.0764498000 0.0001013000
0.0039238000 0.0767707000 0.0001242000
0.0042983000 0.0738360000 0.0000906000
0.0039505000 0.0766253000 0.0001522000
0.0044474000 0.0754256000 0.0001663000
0.0043844000 0.0779735000 0.0001394000
0.0044497000 0.0771126000 0.0001066000
0.0039817000 0.0797583000 0.0001455000
0.0043600000 0.0786209000 0.0000953000
0.0044556000 0.0774594000 0.0001282000
0.0043847000 0.0766312000 0.0002745000
0.0040654000 0.0776606000 0.0001406000
0.0040511000 0.0793220000 0.0001183000
0.0040624000 0.0792269000 0.0001241000
0.0045588000 0.0769795000 0.0001128000
0.0045441000 0.0860474000 0.0001389000
0.0044489000 0.0855356000 0.0001206000
0.0046226000 0.0862593000 0.0001280000
0.0047587000 0.0825356000 0.0001192000
0.0045600000 0.0816332000 0.0002272000
0.0045022000 0.0846353000 0.0001033000
0.0044947000 0.0824297000 0.0001357000
0.0045719000 0.0812906000 0.0000891000
0.0045213000 0.0850695000 0.0001552000
0.0041895000 0.0819989000 0.0000991000
0.0042142000 0.0819232000 0.0001108000
0.0044235000 0.0865413000 0.0001358000
0.0045871000 0.0900226000 0.0001552000
0.0046692000 0.0872860000 0.0001362000
0.0046908000 0.0873933000 0.0002652000
0.0042720000 0.0834309000 0.0001060000
0.0042728000 0.0858114000 0.0001597000
0.0050618000 0.0912587000 0.0001103000
0.0047536000 0.0886699000 0.0001846000
0.0051416000 0.0855414000 0.0001058000
0.0048269000 0.0938043000 0.0001383000
0.0049126000 0.0886479000 0.0001173000
0.0043520000 0.0860219000 0.0001186000
0.0046477000 0.0857152000 0.0001467000
0.0043718000 0.0877984000 0.0001354000
0.0045243000 0.0870314000 0.0001223000
0.0043969000 0.0872446000 0.0001565000
0.0045783000 0.0879709000 0.0001184000
0.0047021000 0.0889619000 0.0001682000
0.0044347000 0.0909401000 0.0001170000
0.0049866000 0.0910504000 0.0001639000
0.0049815000 0.0940154000 0.0001335000
0.0053130000 0.0996855000 0.0001868000
0.0049857000 0.0980431000 0.0001190000
0.0052492000 0.0993275000 0.0002347000
0.0049506000 0.0970819000 0.0001678000
0.0049642000 0.1036997000 0.0001762000
0.0050268000 0.0947622000 0.0001487000
0.0050907000 0.1014898000 0.0001352000
0.0050098000 0.0934014000 0.0001189000
0.0052576000 0.0939667000 0.0001249000
0.0046794000 0.0925438000 0.0001209000
0.0049473000 0.1000347000 0.0001898000
0.0051165000 0.1000538000 0.0001165000
0.0049622000 0.1145959000 0.0001900000
0.0048389000 0.0962761000 0.0001209000
0.0046600000 0.0958248000 0.0001671000
0.0052971000 0.0977489000 0.0001108000
0.0051262000 0.0994839000 0.0001457000
0.0050321000 0.0992418000 0.0001918000
0.0051637000 0.1159779000 0.0001828000
0.0052452000 0.1066455000 0.0001805000
0.0054716000 0.1061425000 0.0002256000
0.0047447000 0.0971505000 0.0001215000
0.0050395000 0.1033380000 0.0001872000
0.0052978000 0.1069689000 0.0002111000
0.0054341000 0.1069846000 0.0001820000
0.0052855000 0.1065483000 0.0001984000
0.0052930000 0.1064619000 0.0001662000
0.0053786000 0.1073128000 0.0001459000
0.0053839000 0.1077169000 0.0001632000
0.0053788000 0.1083368000 0.0001293000
0.0050051000 0.1066904000 0.0002226000
0.0048815000 0.1043033000 0.0001466000
0.0051373000 0.1014087000 0.0001709000
0.0048937000 0.1030220000 0.0001822000
0.0050169000 0.1021201000 0.0001580000
0.0050028000 0.1111875000 0.0001824000
0.0049314000 0.1137308000 0.0001853000
0.0054935000 0.1103488000 0.0001641000
0.0055044000 0.1111520000 0.0001600000
0.0051429000 0.1119504000 0.0001651000
0.0054632000 0.1175237000 0.0001949000
0.0055353000 0.1118774000 0.0001590000
0.0055088000 0.1116443000 0.0001776000
0.0050273000 0.1089113000 0.0001357000
0.0056396000 0.1179919000 0.0002638000
0.0055548000 0.1203532000 0.0001468000
0.0055849000 0.1193273000 0.0001947000
0.0057878000 0.1173450000 0.0001477000
0.0051059000 0.1144265000 0.0002351000
0.0051121000 0.1087597000 0.0001594000
0.0054125000 0.1091548000 0.0001725000
0.0053325000 0.1176300000 0.0001297000
0.0055758000 0.1109923000 0.0001958000
0.0054202000 0.1152634000 0.0001406000
0.0054810000 0.1178565000 0.0001949000
0.0057673000 0.1280955000 0.0001548000
0.0055204000 0.1149673000 0.0001927000
0.0057213000 0.1186059000 0.0001428000
0.0058062000 0.1264408000 0.0002035000
0.0057930000 0.1189734000 0.0001297000
0.0058749000 0.1210257000 0.0001904000
0.0052791000 0.1163149000 0.0001569000
0.0059757000 0.1200423000 0.0005336000
0.0053341000 0.1270816000 0.0002048000
0.0053620000 0.1173368000 0.0002109000
0.0054985000 0.1196583000 0.0001665000
0.0053432000 0.1211812000 0.0002245000
0.0059812000 0.1271799000 0.0001769000
0.0054279000 0.1281895000 0.0002143000
0.0059312000 0.1259495000 0.0001836000
0.0057376000 0.1195860000 0.0001858000
0.0055137000 0.1251034000 0.0001772000
0.0059459000 0.1292635000 0.0001968000
0.0055956000 0.1244132000 0.0001988000
0.0060963000 0.1283140000 0.0002336000
0.0058484000 0.1208916000 0.0001774000
0.0055396000 0.1252492000 0.0002278000
0.0063638000 0.1235899000 0.0001821000
0.0061721000 0.1306212000 0.0002264000
0.0062973000 0.1373509000 0.0001932000
0.0060894000 0.1278915000 0.0002498000
0.0055384000 0.1317269000 0.0001693000
0.0057813000 0.1348534000 0.0001856000
0.0059763000 0.1262362000 0.0001683000
0.0057730000 0.1338264000 0.0002134000
0.0065096000 0.1448740000 0.0004124000
0.0073256000 0.1347974000 0.0001936000
0.0057753000 0.1344529000 0.0002664000
0.0060815000 0.1399333000 0.0002295000
0.0062464000 0.1463777000 0.0001878000
0.0063292000 0.1438989000 0.0002188000
0.0059117000 0.1349683000 0.0001735000
0.0057656000 0.1364521000 0.0002679000
0.0066251000 0.1436889000 0.0002140000
0.0061135000 0.1343749000 0.0002786000
0.0062797000 0.1383760000 0.0001774000
0.0065009000 0.1425192000 0.0002242000
0.0069009000 0.1399620000 0.0001836000
0.0061259000 0.1326513000 0.0002730000
0.0058090000 0.1380292000 0.0002263000
0.0063513000 0.1442818000 0.0002178000
0.0063777000 0.1479961000 0.0001894000
0.0065704000 0.1444504000 0.0002116000
0.0058856000 0.1385289000 0.0002332000
0.0062097000 0.1404822000 0.0007048000
0.0058948000 0.1463469000 0.0001929000
0.0059047000 0.1456894000 0.0002197000
0.0059448000 0.1430015000 0.0001987000
0.0059283000 0.1569147000 0.0002390000
0.0066070000 0.1514830000 0.0002529000
0.0064061000 0.1527623000 0.0002240000
0.0066498000 0.1531763000 0.0001938000
0.0066892000 0.1483948000 0.0002366000
0.0064095000 0.1494440000 0.0001961000
0.0061471000 0.1504084000 0.0002430000
0.0067438000 0.1530622000 0.0002054000
0.0067186000 0.1567676000 0.0002448000
0.0070380000 0.1460079000 0.0002023000
0.0062384000 0.1530316000 0.0002492000
0.0069591000 0.1599576000 0.0002208000
0.0069654000 0.1574489000 0.0002511000
0.0066099000 0.1628087000 0.0002077000
0.0068865000 0.1554355000 0.0002533000
0.0067759000 0.1523521000 0.0002913000
0.0061837000 0.1537935000 0.0002716000
0.0068942000 0.1574720000 0.0001950000
0.0067812000 0.1543634000 0.0002394000
0.0066270000 0.1518435000 0.0002448000
0.0062160000 0.1612202000 0.0002585000
0.0066914000 0.1588620000 0.0002285000
0.0070514000 0.1622762000 0.0002753000
0.0064649000 0.1672599000 0.0002081000
0.0072658000 0.1635801000 0.0002658000
0.0065173000 0.1587011000 0.0002143000
0.0063278000 0.1635674000 0.0002385000
0.0068416000 0.1667170000 0.0002467000
0.0071921000 0.1671792000 0.0002972000
0.0063939000 0.1610978000 0.0002146000
0.0064642000 0.1629175000 0.0002572000
0.0075514000 0.1580312000 0.0001981000
0.0069777000 0.1613413000 0.0002640000
0.0071492000 0.1709503000 0.0002099000
0.0069685000 0.1653152000 0.0002681000
0.0067230000 0.1679227000 0.0002129000
0.0072533000 0.1719979000 0.0002511000
0.0073326000 0.1681702000 0.0002704000
0.0074373000 0.1792828000 0.0002893000
0.0065742000 0.1697973000 0.0002779000
0.0078497000 0.1806798000 0.0003212000
0.0073637000 0.1799060000 0.0002409000
0.0069975000 0.1675216000 0.0002563000
0.0067147000 0.1657109000 0.0002744000
0.0066860000 0.1763351000 0.0002724000
0.0077283000 0.1749516000 0.0002483000
0.0067353000 0.1860650000 0.0005358000
0.0074573000 0.1802739000 0.0002372000
0.0078020000 0.1678686000 0.0002701000
0.0072967000 0.1848752000 0.0002539000
0.0073542000 0.1771813000 0.0002643000
0.0071374000 0.1769375000 0.0002305000
0.0067060000 0.1847673000 0.0003263000
0.0078627000 0.1787421000 0.0002282000
0.0069759000 0.1782246000 0.0003572000
0.0068177000 0.1800632000 0.0002323000
0.0079531000 0.1891834000 0.0002813000
0.0075372000 0.1859307000 0.0002607000
0.0072766000 0.1956478000 0.0002760000
0.0076077000 0.1782531000 0.0002572000
0.0076634000 0.1904831000 0.0002902000
0.0071749000 0.1888055000 0.0002496000
0.0068531000 0.1885757000 0.0002949000
0.0081548000 0.1923644000 0.0003082000
0.0078572000 0.1923192000 0.0002945000
0.0076955000 0.1855636000 0.0002401000
0.0075319000 0.1965936000 0.0003161000
0.0073107000 0.1899216000 0.0002521000
0.0079459000 0.2034785000 0.0002732000
0.0071768000 0.1942229000 0.0002663000
0.0079075000 0.2029457000 0.0003185000
0.0083540000 0.1917493000 0.0002497000
0.0079262000 0.1990598000 0.0002732000
0.0075098000 0.1891860000 0.0002493000
0.0070563000 0.1935058000 0.0003570000
0.0077538000 0.2071406000 0.0002652000
0.0082300000 0.2095649000 0.0003140000
0.0079758000 0.2065305000 0.0003305000
0.0083536000 0.1946856000 0.0002907000
0.0073774000 0.2015901000 0.0002685000
0.0082440000 0.2017589000 0.0002737000
0.0075564000 0.2109018000 0.0003688000
0.0082393000 0.2347133000 0.0003596000
0.0079184000 0.2138048000 0.0003584000
0.0078866000 0.2313222000 0.0003649000
0.0078758000 0.2222670000 0.0003639000
0.0082635000 0.2731112000 0.0003490000
0.0077054000 0.2163206000 0.0002889000
0.0074271000 0.2077785000 0.0003244000
0.0075395000 0.2331143000 0.0003294000
0.0076477000 0.2727802000 0.0004174000
0.0078382000 0.2468406000 0.0003406000
0.0081151000 0.2278215000 0.0003067000
0.0085133000 0.2283261000 0.0003753000
0.0080700000 0.2222634000 0.0008078000
0.0086310000 0.2295493000 0.0007589000
0.0086164000 0.3073923000 0.0004691000
0.0085395000 0.2712829000 0.0003948000
0.0074338000 0.2586239000 0.0003929000
0.0076532000 0.4158179000 0.0004991000
0.0088320000 0.2446156000 0.0003618000
0.0074673000 0.2262761000 0.0004200000
0.0088896000 0.2669766000 0.0003743000
0.0084245000 0.2481741000 0.0003330000
0.0089205000 0.3002930000 0.0004524000
0.0090233000 0.3493687000 0.0003341000
0.0085440000 0.2441453000 0.0003318000
0.0084205000 0.2422268000 0.0003080000
0.0088977000 0.2538991000 0.0004282000
0.0081439000 0.2585362000 0.0004359000
0.0092024000 0.2640346000 0.0003999000
0.0079448000 0.2805968000 0.0004138000
0.0089926000 0.2721982000 0.0005073000
0.0093516000 0.2590685000 0.0003739000
0.0093137000 0.2495599000 0.0006007000
0.0091529000 0.2730660000 0.0004587000
0.0088718000 0.3018776000 0.0006913000
0.0094818000 0.3117728000 0.0006056000
0.0083931000 0.3026822000 0.0003207000
0.0086137000 0.2330210000 0.0003178000
0.0092990000 0.2399538000 0.0003803000
0.0093391000 0.2379919000 0.0003129000
0.0086091000 0.2461326000 0.0005869000
0.0080990000 0.2557633000 0.0003262000
0.0092782000 0.2482855000 0.0003028000
0.0081406000 0.2377605000 0.0002937000
0.0090369000 0.2365125000 0.0003623000
0.0077445000 0.2329052000 0.0003121000
0.0083611000 0.2566834000 0.0006211000
0.0084517000 0.2648559000 0.0003662000
0.0088090000 0.2668192000 0.0004471000
0.0091306000 0.2760859000 0.0003989000
0.0085021000 0.2712492000 0.0004983000
0.0085604000 0.2967408000 0.0003586000
0.0092608000 0.2627653000 0.0004192000
0.0096579000 0.3532464000 0.0003947000
0.0102151000 0.3313404000 0.0005212000
0.0099450000 0.3339174000 0.0003889000
0.0093946000 0.2617540000 0.0003787000
0.0094526000 0.2487536000 0.0003332000
0.0083777000 0.2622079000 0.0003387000
0.0083135000 0.2616880000 0.0003846000
0.0084663000 0.2641528000 0.0003670000
0.0082858000 0.2483138000 0.0003025000
0.0084735000 0.2543736000 0.0005014000
0.0085210000 0.2452322000 0.0004154000
0.0086240000 0.2551823000 0.0004359000
0.0091756000 0.3021404000 0.0004033000
0.0084945000 0.3064833000 0.0005614000
0.0100166000 0.2931010000 0.0004054000
0.0097778000 0.2600060000 0.0005043000
0.0086476000 0.2700785000 0.0004284000
0.0096203000 0.2639042000 0.0003584000
0.0110835000 0.2611040000 0.0003790000
0.0085951000 0.2751238000 0.0004367000
0.0096327000 0.2709442000 0.0003079000
0.0099694000 0.2824947000 0.0003846000
0.0099162000 0.2745692000 0.0003453000
0.0098050000 0.2784638000 0.0004660000
0.0088995000 0.2696134000 0.0003260000
0.0091383000 0.2685410000 0.0003468000
0.0089537000 0.2657875000 0.0003224000
0.0100583000 0.2886246000 0.0003600000
0.0087874000 0.2779431000 0.0004261000
0.0100999000 0.3338162000 0.0005087000
0.0100180000 0.3059131000 0.0004371000
0.0104329000 0.3069416000 0.0004262000
0.0101450000 0.2918158000 0.0003491000
0.0087411000 0.2999108000 0.0004232000
0.0087383000 0.3309557000 0.0004132000
0.0100251000 0.3338173000 0.0005592000
0.0101087000 0.3084558000 0.0006105000
0.0092126000 0.3180871000 0.0004459000
0.0089809000 0.3196246000 0.0005040000
0.0095911000 0.3793756000 0.0005376000
0.0105608000 0.3322133000 0.0005841000
0.0096871000 0.4484984000 0.0008952000
0.0129742000 0.5218254000 0.0006278000
0.0106217000 0.4556205000 0.0006941000
